qid,Q0,docid,rank,score,runstring,relevance
413930,Q0,D1099656,95,-6.08326,IndriQueryLikelihood,0.0
413930,Q0,D2085035,96,-6.09388,IndriQueryLikelihood,0.0
413930,Q0,D2006602,97,-6.09634,IndriQueryLikelihood,0.0
413930,Q0,D1196461,98,-6.09721,IndriQueryLikelihood,0.0
413930,Q0,D1169642,99,-6.09752,IndriQueryLikelihood,0.0
413930,Q0,D460910,100,-6.09815,IndriQueryLikelihood,0.0
571330,Q0,D3056916,1,-4.82531,IndriQueryLikelihood,1.0
571330,Q0,D103447,2,-4.82578,IndriQueryLikelihood,1.0
571330,Q0,D1991200,3,-4.89216,IndriQueryLikelihood,1.0
571330,Q0,D2197468,4,-4.97756,IndriQueryLikelihood,1.0
571330,Q0,D3164607,5,-4.99825,IndriQueryLikelihood,1.0
571330,Q0,D454948,6,-4.9987,IndriQueryLikelihood,1.0
571330,Q0,D311979,7,-5.02115,IndriQueryLikelihood,1.0
571330,Q0,D2430313,8,-5.04424,IndriQueryLikelihood,1.0
571330,Q0,D838730,9,-5.05387,IndriQueryLikelihood,1.0
571330,Q0,D1300169,10,-5.05575,IndriQueryLikelihood,1.0
571330,Q0,D3164606,91,-5.30326,IndriQueryLikelihood,0.0
571330,Q0,D2971181,92,-5.30398,IndriQueryLikelihood,0.0
571330,Q0,D931211,93,-5.30431,IndriQueryLikelihood,0.0
571330,Q0,D3335085,94,-5.31075,IndriQueryLikelihood,0.0
571330,Q0,D1142050,95,-5.31092,IndriQueryLikelihood,0.0
571330,Q0,D752139,96,-5.31092,IndriQueryLikelihood,0.0
571330,Q0,D1507993,97,-5.31347,IndriQueryLikelihood,0.0
571330,Q0,D1779926,98,-5.31365,IndriQueryLikelihood,0.0
571330,Q0,D1022270,99,-5.31516,IndriQueryLikelihood,0.0
571330,Q0,D2932794,100,-5.31706,IndriQueryLikelihood,0.0
435559,Q0,D102680,1,-6.61636,IndriQueryLikelihood,1.0
435559,Q0,D1000582,2,-6.63204,IndriQueryLikelihood,1.0
435559,Q0,D576003,3,-6.72767,IndriQueryLikelihood,1.0
435559,Q0,D1599701,4,-6.81275,IndriQueryLikelihood,1.0
435559,Q0,D650329,5,-6.88297,IndriQueryLikelihood,1.0
435559,Q0,D1334293,6,-6.91136,IndriQueryLikelihood,1.0
435559,Q0,D1806084,7,-6.9122,IndriQueryLikelihood,1.0
435559,Q0,D415842,8,-6.98575,IndriQueryLikelihood,1.0
435559,Q0,D1814463,9,-7.01389,IndriQueryLikelihood,1.0
435559,Q0,D277544,10,-7.02219,IndriQueryLikelihood,1.0
435559,Q0,D1394231,91,-7.61329,IndriQueryLikelihood,0.0
435559,Q0,D2102262,92,-7.61619,IndriQueryLikelihood,0.0
435559,Q0,D1507382,93,-7.61881,IndriQueryLikelihood,0.0
435559,Q0,D3563021,94,-7.62109,IndriQueryLikelihood,0.0
435559,Q0,D2960297,95,-7.62168,IndriQueryLikelihood,0.0
435559,Q0,D1214160,96,-7.62795,IndriQueryLikelihood,0.0
435559,Q0,D2083488,97,-7.62842,IndriQueryLikelihood,0.0
435559,Q0,D2241811,98,-7.63136,IndriQueryLikelihood,0.0
435559,Q0,D3452597,99,-7.6339,IndriQueryLikelihood,0.0
435559,Q0,D3262981,100,-7.63703,IndriQueryLikelihood,0.0
137199,Q0,D589248,1,-4.747,IndriQueryLikelihood,1.0
137199,Q0,D1748300,2,-4.84394,IndriQueryLikelihood,1.0
137199,Q0,D2137645,3,-4.84678,IndriQueryLikelihood,1.0
137199,Q0,D893501,4,-4.87423,IndriQueryLikelihood,1.0
137199,Q0,D3332882,5,-4.87464,IndriQueryLikelihood,1.0
137199,Q0,D3285920,6,-5.02821,IndriQueryLikelihood,1.0
137199,Q0,D2339658,7,-5.03268,IndriQueryLikelihood,1.0
137199,Q0,D694301,8,-5.06989,IndriQueryLikelihood,1.0
137199,Q0,D36839,9,-5.07068,IndriQueryLikelihood,1.0
137199,Q0,D871099,10,-5.08058,IndriQueryLikelihood,1.0
137199,Q0,D296486,91,-5.60547,IndriQueryLikelihood,0.0
137199,Q0,D3179663,92,-5.6081,IndriQueryLikelihood,0.0
137199,Q0,D1047980,93,-5.60841,IndriQueryLikelihood,0.0
137199,Q0,D3331427,94,-5.61434,IndriQueryLikelihood,0.0
137199,Q0,D2093212,95,-5.6164,IndriQueryLikelihood,0.0
137199,Q0,D3268171,96,-5.62491,IndriQueryLikelihood,0.0
137199,Q0,D2758877,97,-5.63388,IndriQueryLikelihood,0.0
137199,Q0,D796912,98,-5.63811,IndriQueryLikelihood,0.0
137199,Q0,D496909,99,-5.63906,IndriQueryLikelihood,0.0
137199,Q0,D1633522,100,-5.6403,IndriQueryLikelihood,0.0
548516,Q0,D590464,1,-6.4731,IndriQueryLikelihood,1.0
548516,Q0,D590466,2,-6.61993,IndriQueryLikelihood,1.0
548516,Q0,D2861165,3,-7.00843,IndriQueryLikelihood,1.0
548516,Q0,D1374400,4,-7.47567,IndriQueryLikelihood,1.0
548516,Q0,D3381889,5,-7.59833,IndriQueryLikelihood,1.0
548516,Q0,D1678728,6,-7.60697,IndriQueryLikelihood,1.0
548516,Q0,D645486,7,-7.66349,IndriQueryLikelihood,1.0
548516,Q0,D133400,8,-7.67225,IndriQueryLikelihood,1.0
548516,Q0,D3510250,9,-7.72381,IndriQueryLikelihood,1.0
548516,Q0,D142042,10,-7.73333,IndriQueryLikelihood,1.0
548516,Q0,D1200498,91,-8.46526,IndriQueryLikelihood,0.0
548516,Q0,D1917578,92,-8.47213,IndriQueryLikelihood,0.0
548516,Q0,D3227335,93,-8.47473,IndriQueryLikelihood,0.0
548516,Q0,D2662151,94,-8.47529,IndriQueryLikelihood,0.0
548516,Q0,D601880,95,-8.47531,IndriQueryLikelihood,0.0
548516,Q0,D83856,96,-8.47572,IndriQueryLikelihood,0.0
548516,Q0,D475138,97,-8.47771,IndriQueryLikelihood,0.0
548516,Q0,D2715631,98,-8.47804,IndriQueryLikelihood,0.0
548516,Q0,D2199573,99,-8.47951,IndriQueryLikelihood,0.0
548516,Q0,D1660151,100,-8.48044,IndriQueryLikelihood,0.0
581728,Q0,D2919429,1,-5.39621,IndriQueryLikelihood,1.0
581728,Q0,D235513,2,-5.55753,IndriQueryLikelihood,1.0
581728,Q0,D594031,3,-5.78692,IndriQueryLikelihood,1.0
581728,Q0,D2672620,4,-5.79016,IndriQueryLikelihood,1.0
581728,Q0,D2897412,5,-5.85633,IndriQueryLikelihood,1.0
581728,Q0,D1413626,6,-5.88715,IndriQueryLikelihood,1.0
581728,Q0,D1329488,7,-5.91588,IndriQueryLikelihood,1.0
581728,Q0,D1950657,8,-5.95526,IndriQueryLikelihood,1.0
581728,Q0,D1704017,9,-5.98678,IndriQueryLikelihood,1.0
581728,Q0,D1389307,10,-5.98837,IndriQueryLikelihood,1.0
581728,Q0,D1216374,91,-6.34501,IndriQueryLikelihood,0.0
581728,Q0,D2111024,92,-6.34501,IndriQueryLikelihood,0.0
581728,Q0,D1328683,93,-6.34595,IndriQueryLikelihood,0.0
581728,Q0,D1988315,94,-6.35304,IndriQueryLikelihood,0.0
581728,Q0,D3139558,95,-6.35409,IndriQueryLikelihood,0.0
581728,Q0,D1594934,96,-6.35585,IndriQueryLikelihood,0.0
581728,Q0,D542201,97,-6.3578,IndriQueryLikelihood,0.0
581728,Q0,D2261954,98,-6.35968,IndriQueryLikelihood,0.0
581728,Q0,D202604,99,-6.36057,IndriQueryLikelihood,0.0
581728,Q0,D1420049,100,-6.36685,IndriQueryLikelihood,0.0
466929,Q0,D1072928,1,-5.34527,IndriQueryLikelihood,1.0
466929,Q0,D1072927,2,-5.58002,IndriQueryLikelihood,1.0
466929,Q0,D594589,3,-5.6196,IndriQueryLikelihood,1.0
466929,Q0,D2704728,4,-5.65703,IndriQueryLikelihood,1.0
466929,Q0,D1783770,5,-5.66362,IndriQueryLikelihood,1.0
466929,Q0,D594587,6,-5.66929,IndriQueryLikelihood,1.0
466929,Q0,D237154,7,-5.70878,IndriQueryLikelihood,1.0
466929,Q0,D594588,8,-5.71577,IndriQueryLikelihood,1.0
466929,Q0,D1019426,9,-5.73417,IndriQueryLikelihood,1.0
466929,Q0,D3523503,10,-5.74296,IndriQueryLikelihood,1.0
466929,Q0,D1328345,91,-6.23665,IndriQueryLikelihood,0.0
466929,Q0,D3537963,92,-6.23683,IndriQueryLikelihood,0.0
466929,Q0,D2089816,93,-6.23939,IndriQueryLikelihood,0.0
466929,Q0,D4117,94,-6.23977,IndriQueryLikelihood,0.0
466929,Q0,D1524612,95,-6.24211,IndriQueryLikelihood,0.0
466929,Q0,D255456,96,-6.24225,IndriQueryLikelihood,0.0
466929,Q0,D3323852,97,-6.2433,IndriQueryLikelihood,0.0
466929,Q0,D1710243,98,-6.24352,IndriQueryLikelihood,0.0
466929,Q0,D3329933,99,-6.24419,IndriQueryLikelihood,0.0
466929,Q0,D1019420,100,-6.24547,IndriQueryLikelihood,0.0
518542,Q0,D151000,1,-5.62331,IndriQueryLikelihood,1.0
518542,Q0,D62271,2,-5.64014,IndriQueryLikelihood,1.0
518542,Q0,D62273,3,-5.66637,IndriQueryLikelihood,1.0
518542,Q0,D2535274,4,-5.78229,IndriQueryLikelihood,1.0
518542,Q0,D684690,5,-5.78249,IndriQueryLikelihood,1.0
518542,Q0,D291862,6,-5.79227,IndriQueryLikelihood,1.0
518542,Q0,D2249833,7,-5.79285,IndriQueryLikelihood,1.0
518542,Q0,D1102519,8,-5.80663,IndriQueryLikelihood,1.0
518542,Q0,D2568880,9,-5.81829,IndriQueryLikelihood,1.0
518542,Q0,D696538,10,-5.82145,IndriQueryLikelihood,1.0
518542,Q0,D725670,91,-6.02815,IndriQueryLikelihood,0.0
518542,Q0,D2372148,92,-6.02849,IndriQueryLikelihood,0.0
518542,Q0,D3273425,93,-6.02911,IndriQueryLikelihood,0.0
518542,Q0,D1224554,94,-6.02913,IndriQueryLikelihood,0.0
518542,Q0,D3057360,95,-6.02999,IndriQueryLikelihood,0.0
518542,Q0,D2533279,96,-6.03095,IndriQueryLikelihood,0.0
518542,Q0,D1480795,97,-6.0314,IndriQueryLikelihood,0.0
518542,Q0,D1053327,98,-6.03145,IndriQueryLikelihood,0.0
518542,Q0,D821993,99,-6.03207,IndriQueryLikelihood,0.0
518542,Q0,D1597655,100,-6.03381,IndriQueryLikelihood,0.0
1164300,Q0,D599613,1,-4.87982,IndriQueryLikelihood,1.0
1164300,Q0,D3393002,2,-5.18321,IndriQueryLikelihood,1.0
1164300,Q0,D2401988,3,-5.43932,IndriQueryLikelihood,1.0
1164300,Q0,D1556868,4,-5.48047,IndriQueryLikelihood,1.0
1164300,Q0,D2609042,5,-5.505,IndriQueryLikelihood,1.0
1164300,Q0,D696741,6,-5.50578,IndriQueryLikelihood,1.0
1164300,Q0,D3002229,7,-5.52956,IndriQueryLikelihood,1.0
1164300,Q0,D2379303,8,-5.55487,IndriQueryLikelihood,1.0
1164300,Q0,D2811408,9,-5.58527,IndriQueryLikelihood,1.0
1164300,Q0,D3155372,10,-5.60376,IndriQueryLikelihood,1.0
1164300,Q0,D3517245,91,-5.93265,IndriQueryLikelihood,0.0
1164300,Q0,D2062197,92,-5.93297,IndriQueryLikelihood,0.0
1164300,Q0,D2100438,93,-5.93714,IndriQueryLikelihood,0.0
1164300,Q0,D1949879,94,-5.93754,IndriQueryLikelihood,0.0
1164300,Q0,D1972914,95,-5.93848,IndriQueryLikelihood,0.0
1164300,Q0,D2380823,96,-5.93974,IndriQueryLikelihood,0.0
1164300,Q0,D2063802,97,-5.94185,IndriQueryLikelihood,0.0
1164300,Q0,D689971,98,-5.94315,IndriQueryLikelihood,0.0
1164300,Q0,D2276671,99,-5.94315,IndriQueryLikelihood,0.0
1164300,Q0,D1916452,100,-5.94535,IndriQueryLikelihood,0.0
328574,Q0,D1230573,1,-5.10367,IndriQueryLikelihood,1.0
328574,Q0,D1046218,2,-5.22083,IndriQueryLikelihood,1.0
328574,Q0,D1706048,3,-5.47109,IndriQueryLikelihood,1.0
328574,Q0,D1997447,4,-5.47816,IndriQueryLikelihood,1.0
328574,Q0,D963484,5,-5.49919,IndriQueryLikelihood,1.0
328574,Q0,D1034544,6,-5.54037,IndriQueryLikelihood,1.0
328574,Q0,D601332,7,-5.57416,IndriQueryLikelihood,1.0
328574,Q0,D3011790,8,-5.58067,IndriQueryLikelihood,1.0
328574,Q0,D675820,9,-5.61425,IndriQueryLikelihood,1.0
328574,Q0,D1666989,10,-5.64313,IndriQueryLikelihood,1.0
328574,Q0,D3364177,91,-5.98927,IndriQueryLikelihood,0.0
328574,Q0,D885919,92,-5.98944,IndriQueryLikelihood,0.0
328574,Q0,D833547,93,-5.99178,IndriQueryLikelihood,0.0
328574,Q0,D2626418,94,-5.99302,IndriQueryLikelihood,0.0
328574,Q0,D1099628,95,-5.9937,IndriQueryLikelihood,0.0
328574,Q0,D504237,96,-5.9937,IndriQueryLikelihood,0.0
328574,Q0,D1864701,97,-5.99505,IndriQueryLikelihood,0.0
328574,Q0,D2348200,98,-5.99552,IndriQueryLikelihood,0.0
328574,Q0,D869509,99,-5.99846,IndriQueryLikelihood,0.0
328574,Q0,D3080388,100,-6.00226,IndriQueryLikelihood,0.0
655986,Q0,D3296668,1,-5.0704,IndriQueryLikelihood,1.0
655986,Q0,D142709,2,-5.08718,IndriQueryLikelihood,1.0
655986,Q0,D2625327,3,-5.27862,IndriQueryLikelihood,1.0
655986,Q0,D1823482,4,-5.30653,IndriQueryLikelihood,1.0
655986,Q0,D2301349,5,-5.3134,IndriQueryLikelihood,1.0
655986,Q0,D2816831,6,-5.3357,IndriQueryLikelihood,1.0
655986,Q0,D2507325,7,-5.35772,IndriQueryLikelihood,1.0
655986,Q0,D2327256,8,-5.36763,IndriQueryLikelihood,1.0
655986,Q0,D1359443,9,-5.37399,IndriQueryLikelihood,1.0
655986,Q0,D2568269,10,-5.39142,IndriQueryLikelihood,1.0
655986,Q0,D1558651,91,-5.67243,IndriQueryLikelihood,0.0
655986,Q0,D625345,92,-5.6805,IndriQueryLikelihood,0.0
655986,Q0,D2970074,93,-5.6805,IndriQueryLikelihood,0.0
655986,Q0,D1057201,94,-5.68372,IndriQueryLikelihood,0.0
655986,Q0,D1961530,95,-5.68792,IndriQueryLikelihood,0.0
655986,Q0,D191670,96,-5.68916,IndriQueryLikelihood,0.0
655986,Q0,D539852,97,-5.6895,IndriQueryLikelihood,0.0
655986,Q0,D459532,98,-5.68964,IndriQueryLikelihood,0.0
655986,Q0,D2363642,99,-5.69782,IndriQueryLikelihood,0.0
655986,Q0,D1321506,100,-5.69951,IndriQueryLikelihood,0.0
6206,Q0,D602103,1,-4.90844,IndriQueryLikelihood,1.0
6206,Q0,D399271,2,-4.95539,IndriQueryLikelihood,1.0
6206,Q0,D602104,3,-4.95539,IndriQueryLikelihood,1.0
6206,Q0,D602105,4,-4.95648,IndriQueryLikelihood,1.0
6206,Q0,D72222,5,-5.05412,IndriQueryLikelihood,1.0
6206,Q0,D2093247,6,-5.10527,IndriQueryLikelihood,1.0
6206,Q0,D3530450,7,-5.1059,IndriQueryLikelihood,1.0
6206,Q0,D242891,8,-5.11542,IndriQueryLikelihood,1.0
6206,Q0,D1209967,9,-5.11542,IndriQueryLikelihood,1.0
6206,Q0,D602102,10,-5.12134,IndriQueryLikelihood,1.0
6206,Q0,D1449782,91,-5.37692,IndriQueryLikelihood,0.0
6206,Q0,D787005,92,-5.37726,IndriQueryLikelihood,0.0
6206,Q0,D2889628,93,-5.37824,IndriQueryLikelihood,0.0
6206,Q0,D624760,94,-5.37847,IndriQueryLikelihood,0.0
6206,Q0,D332943,95,-5.37906,IndriQueryLikelihood,0.0
6206,Q0,D1163083,97,-5.37917,IndriQueryLikelihood,0.0
6206,Q0,D3082489,98,-5.38003,IndriQueryLikelihood,0.0
6206,Q0,D987340,99,-5.38024,IndriQueryLikelihood,0.0
6206,Q0,D200001,100,-5.38073,IndriQueryLikelihood,0.0
661777,Q0,D1835347,1,-5.11933,IndriQueryLikelihood,1.0
661777,Q0,D200803,2,-5.17115,IndriQueryLikelihood,1.0
661777,Q0,D877440,3,-5.17639,IndriQueryLikelihood,1.0
661777,Q0,D642167,4,-5.18405,IndriQueryLikelihood,1.0
661777,Q0,D607906,5,-5.22767,IndriQueryLikelihood,1.0
661777,Q0,D2230537,6,-5.30174,IndriQueryLikelihood,1.0
661777,Q0,D690569,7,-5.33429,IndriQueryLikelihood,1.0
661777,Q0,D1639795,8,-5.33892,IndriQueryLikelihood,1.0
661777,Q0,D964379,9,-5.34058,IndriQueryLikelihood,1.0
661777,Q0,D406155,10,-5.35797,IndriQueryLikelihood,1.0
661777,Q0,D143648,91,-5.89572,IndriQueryLikelihood,0.0
661777,Q0,D119037,92,-5.89604,IndriQueryLikelihood,0.0
661777,Q0,D464487,93,-5.89691,IndriQueryLikelihood,0.0
661777,Q0,D3317622,94,-5.89697,IndriQueryLikelihood,0.0
661777,Q0,D552276,95,-5.90088,IndriQueryLikelihood,0.0
661777,Q0,D2905901,96,-5.90263,IndriQueryLikelihood,0.0
661777,Q0,D1418083,97,-5.9078,IndriQueryLikelihood,0.0
661777,Q0,D1482023,98,-5.91133,IndriQueryLikelihood,0.0
661777,Q0,D2831154,99,-5.91366,IndriQueryLikelihood,0.0
661777,Q0,D253600,100,-5.91843,IndriQueryLikelihood,0.0
194678,Q0,D2911185,1,-5.12463,IndriQueryLikelihood,1.0
194678,Q0,D608712,2,-5.45949,IndriQueryLikelihood,1.0
194678,Q0,D1117126,3,-5.49058,IndriQueryLikelihood,1.0
194678,Q0,D2709867,4,-5.49191,IndriQueryLikelihood,1.0
194678,Q0,D1117127,5,-5.54027,IndriQueryLikelihood,1.0
194678,Q0,D411765,6,-5.54371,IndriQueryLikelihood,1.0
194678,Q0,D2361812,7,-5.55017,IndriQueryLikelihood,1.0
194678,Q0,D1285700,8,-5.55573,IndriQueryLikelihood,1.0
194678,Q0,D686357,9,-5.58645,IndriQueryLikelihood,1.0
194678,Q0,D2814690,10,-5.59275,IndriQueryLikelihood,1.0
194678,Q0,D1053027,91,-6.10607,IndriQueryLikelihood,0.0
194678,Q0,D103510,92,-6.10902,IndriQueryLikelihood,0.0
194678,Q0,D1004927,93,-6.10978,IndriQueryLikelihood,0.0
194678,Q0,D581429,94,-6.1103,IndriQueryLikelihood,0.0
194678,Q0,D747269,95,-6.11363,IndriQueryLikelihood,0.0
194678,Q0,D2969232,96,-6.11619,IndriQueryLikelihood,0.0
194678,Q0,D1747729,97,-6.11658,IndriQueryLikelihood,0.0
194678,Q0,D3241711,98,-6.11899,IndriQueryLikelihood,0.0
194678,Q0,D116323,99,-6.11913,IndriQueryLikelihood,0.0
194678,Q0,D2827305,100,-6.12176,IndriQueryLikelihood,0.0
250755,Q0,D2138264,1,-5.27594,IndriQueryLikelihood,1.0
250755,Q0,D1758629,2,-5.37582,IndriQueryLikelihood,1.0
250755,Q0,D2725209,3,-5.38321,IndriQueryLikelihood,1.0
250755,Q0,D1365255,4,-5.40401,IndriQueryLikelihood,1.0
250755,Q0,D3082104,5,-5.45076,IndriQueryLikelihood,1.0
250755,Q0,D880822,6,-5.46315,IndriQueryLikelihood,1.0
250755,Q0,D2014766,7,-5.47101,IndriQueryLikelihood,1.0
250755,Q0,D118454,8,-5.49373,IndriQueryLikelihood,1.0
250755,Q0,D892141,9,-5.49785,IndriQueryLikelihood,1.0
250755,Q0,D286226,10,-5.52091,IndriQueryLikelihood,1.0
250755,Q0,D278877,91,-5.78676,IndriQueryLikelihood,0.0
250755,Q0,D113349,92,-5.78693,IndriQueryLikelihood,0.0
250755,Q0,D3513513,93,-5.7881,IndriQueryLikelihood,0.0
250755,Q0,D943176,94,-5.78952,IndriQueryLikelihood,0.0
250755,Q0,D1886957,95,-5.79,IndriQueryLikelihood,0.0
250755,Q0,D204267,96,-5.79122,IndriQueryLikelihood,0.0
250755,Q0,D2227683,97,-5.79677,IndriQueryLikelihood,0.0
250755,Q0,D3340828,98,-5.79698,IndriQueryLikelihood,0.0
250755,Q0,D926190,99,-5.79854,IndriQueryLikelihood,0.0
250755,Q0,D276387,100,-5.79856,IndriQueryLikelihood,0.0
259075,Q0,D2690827,1,-5.02668,IndriQueryLikelihood,1.0
259075,Q0,D2698580,2,-5.03037,IndriQueryLikelihood,1.0
259075,Q0,D2465505,3,-5.03945,IndriQueryLikelihood,1.0
259075,Q0,D610622,4,-5.05376,IndriQueryLikelihood,1.0
259075,Q0,D53555,5,-5.12961,IndriQueryLikelihood,1.0
259075,Q0,D570152,6,-5.13626,IndriQueryLikelihood,1.0
259075,Q0,D1548572,7,-5.13864,IndriQueryLikelihood,1.0
259075,Q0,D3241362,8,-5.14242,IndriQueryLikelihood,1.0
259075,Q0,D2016950,9,-5.14309,IndriQueryLikelihood,1.0
259075,Q0,D1053794,10,-5.17998,IndriQueryLikelihood,1.0
259075,Q0,D642502,91,-5.68861,IndriQueryLikelihood,0.0
259075,Q0,D1372209,92,-5.68949,IndriQueryLikelihood,0.0
259075,Q0,D2716629,93,-5.69361,IndriQueryLikelihood,0.0
259075,Q0,D609337,94,-5.69655,IndriQueryLikelihood,0.0
259075,Q0,D120264,95,-5.69722,IndriQueryLikelihood,0.0
259075,Q0,D1495376,96,-5.70139,IndriQueryLikelihood,0.0
259075,Q0,D230348,97,-5.70397,IndriQueryLikelihood,0.0
259075,Q0,D3163479,98,-5.70404,IndriQueryLikelihood,0.0
259075,Q0,D817625,99,-5.70497,IndriQueryLikelihood,0.0
259075,Q0,D2741356,100,-5.70767,IndriQueryLikelihood,0.0
18016,Q0,D1299298,1,-5.18642,IndriQueryLikelihood,1.0
18016,Q0,D1867261,2,-5.28235,IndriQueryLikelihood,1.0
18016,Q0,D3313194,3,-5.29991,IndriQueryLikelihood,1.0
18016,Q0,D2977532,4,-5.30934,IndriQueryLikelihood,1.0
18016,Q0,D3502952,5,-5.31138,IndriQueryLikelihood,1.0
18016,Q0,D611175,6,-5.32496,IndriQueryLikelihood,1.0
18016,Q0,D3509969,7,-5.33605,IndriQueryLikelihood,1.0
18016,Q0,D1299299,8,-5.33891,IndriQueryLikelihood,1.0
18016,Q0,D2893,9,-5.44121,IndriQueryLikelihood,1.0
18016,Q0,D2249267,10,-5.45051,IndriQueryLikelihood,1.0
18016,Q0,D3313319,91,-5.87924,IndriQueryLikelihood,0.0
18016,Q0,D2088711,92,-5.87992,IndriQueryLikelihood,0.0
18016,Q0,D709714,93,-5.88085,IndriQueryLikelihood,0.0
18016,Q0,D611176,94,-5.88449,IndriQueryLikelihood,0.0
18016,Q0,D1793978,95,-5.88449,IndriQueryLikelihood,0.0
18016,Q0,D1614918,96,-5.88591,IndriQueryLikelihood,0.0
18016,Q0,D2381132,97,-5.88726,IndriQueryLikelihood,0.0
18016,Q0,D3502953,98,-5.88957,IndriQueryLikelihood,0.0
18016,Q0,D2792207,99,-5.88982,IndriQueryLikelihood,0.0
18016,Q0,D3313315,100,-5.89007,IndriQueryLikelihood,0.0
34521,Q0,D3066672,1,-5.67175,IndriQueryLikelihood,1.0
34521,Q0,D312382,2,-5.90215,IndriQueryLikelihood,1.0
34521,Q0,D2154459,3,-5.94113,IndriQueryLikelihood,1.0
34521,Q0,D2054784,4,-5.97196,IndriQueryLikelihood,1.0
34521,Q0,D611454,5,-5.99468,IndriQueryLikelihood,1.0
34521,Q0,D3066674,6,-6.02192,IndriQueryLikelihood,1.0
34521,Q0,D1793543,7,-6.0383,IndriQueryLikelihood,1.0
34521,Q0,D1263061,8,-6.03845,IndriQueryLikelihood,1.0
34521,Q0,D339739,9,-6.06048,IndriQueryLikelihood,1.0
34521,Q0,D1139410,10,-6.06627,IndriQueryLikelihood,1.0
34521,Q0,D3360361,91,-6.28162,IndriQueryLikelihood,0.0
